; reduction-grid 1048576 1073741824, Thu Aug 23 17:13:51 2018
index,dev_id,dev_name,dev_CC,dev_memClock,dev_clock,n,numSMs,blocks_i,blocks_i/numSMs,blocks_n,TBlocksize,TRuns,min_time,max_throughput
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 7168, 128, 131072, 64, 5, 0.13904 ms, 482.659 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 14336, 256, 131072, 64, 5, 0.152416 ms, 440.301 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 28672, 512, 131072, 64, 5, 0.174624 ms, 384.305 GB/s
   9, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 57344, 1024, 131072, 64, 5, 0.258464 ms, 259.645 GB/s
  10, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 114688, 2048, 131072, 64, 5, 0.459232 ms, 146.133 GB/s
  11, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 131072, 2340, 131072, 64, 5, 0.529376 ms, 126.77 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 112, 2, 65536, 128, 5, 0.18784 ms, 357.266 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 224, 4, 65536, 128, 5, 0.132128 ms, 507.908 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 448, 8, 65536, 128, 5, 0.124032 ms, 541.061 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 896, 16, 65536, 128, 5, 0.127936 ms, 524.55 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 1792, 32, 65536, 128, 5, 0.130048 ms, 516.031 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 3584, 64, 65536, 128, 5, 0.130368 ms, 514.765 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 7168, 128, 65536, 128, 5, 0.1352 ms, 496.367 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 14336, 256, 65536, 128, 5, 0.140224 ms, 478.583 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 28672, 512, 65536, 128, 5, 0.187904 ms, 357.144 GB/s
